Fecha,Anio_SE,Semana_Epidemiologica,SE_Formato,Anio_SE_SE,Nombre_Dia
1989-01-01,1988,52,52,1988-52,Sunday
1989-01-02,1989,1,01,1989-01,Monday
1989-01-03,1989,1,01,1989-01,Tuesday
1989-01-04,1989,1,01,1989-01,Wednesday
1989-01-05,1989,1,01,1989-01,Thursday
1989-01-06,1989,1,01,1989-01,Friday
1989-01-07,1989,1,01,1989-01,Saturday
1989-01-08,1989,1,01,1989-01,Sunday
1989-01-09,1989,2,02,1989-02,Monday
1989-01-10,1989,2,02,1989-02,Tuesday
1989-01-11,1989,2,02,1989-02,Wednesday
1989-01-12,1989,2,02,1989-02,Thursday
1989-01-13,1989,2,02,1989-02,Friday
1989-01-14,1989,2,02,1989-02,Saturday
1989-01-15,1989,2,02,1989-02,Sunday
1989-01-16,1989,3,03,1989-03,Monday
1989-01-17,1989,3,03,1989-03,Tuesday
1989-01-18,1989,3,03,1989-03,Wednesday
1989-01-19,1989,3,03,1989-03,Thursday
1989-01-20,1989,3,03,1989-03,Friday
1989-01-21,1989,3,03,1989-03,Saturday
1989-01-22,1989,3,03,1989-03,Sunday
1989-01-23,1989,4,04,1989-04,Monday
1989-01-24,1989,4,04,1989-04,Tuesday
1989-01-25,1989,4,04,1989-04,Wednesday
1989-01-26,1989,4,04,1989-04,Thursday
1989-01-27,1989,4,04,1989-04,Friday
1989-01-28,1989,4,04,1989-04,Saturday
1989-01-29,1989,4,04,1989-04,Sunday
1989-01-30,1989,5,05,1989-05,Monday
1989-01-31,1989,5,05,1989-05,Tuesday
1989-02-01,1989,5,05,1989-05,Wednesday
1989-02-02,1989,5,05,1989-05,Thursday
1989-02-03,1989,5,05,1989-05,Friday
1989-02-04,1989,5,05,1989-05,Saturday
1989-02-05,1989,5,05,1989-05,Sunday
1989-02-06,1989,6,06,1989-06,Monday
1989-02-07,1989,6,06,1989-06,Tuesday
1989-02-08,1989,6,06,1989-06,Wednesday
1989-02-09,1989,6,06,1989-06,Thursday
1989-02-10,1989,6,06,1989-06,Friday
1989-02-11,1989,6,06,1989-06,Saturday
1989-02-12,1989,6,06,1989-06,Sunday
1989-02-13,1989,7,07,1989-07,Monday
1989-02-14,1989,7,07,1989-07,Tuesday
1989-02-15,1989,7,07,1989-07,Wednesday
1989-02-16,1989,7,07,1989-07,Thursday
1989-02-17,1989,7,07,1989-07,Friday
1989-02-18,1989,7,07,1989-07,Saturday
1989-02-19,1989,7,07,1989-07,Sunday
1989-02-20,1989,8,08,1989-08,Monday
1989-02-21,1989,8,08,1989-08,Tuesday
1989-02-22,1989,8,08,1989-08,Wednesday
1989-02-23,1989,8,08,1989-08,Thursday
1989-02-24,1989,8,08,1989-08,Friday
1989-02-25,1989,8,08,1989-08,Saturday
1989-02-26,1989,8,08,1989-08,Sunday
1989-02-27,1989,9,09,1989-09,Monday
1989-02-28,1989,9,09,1989-09,Tuesday
1989-03-01,1989,9,09,1989-09,Wednesday
1989-03-02,1989,9,09,1989-09,Thursday
1989-03-03,1989,9,09,1989-09,Friday
1989-03-04,1989,9,09,1989-09,Saturday
1989-03-05,1989,9,09,1989-09,Sunday
1989-03-06,1989,10,10,1989-10,Monday
1989-03-07,1989,10,10,1989-10,Tuesday
1989-03-08,1989,10,10,1989-10,Wednesday
1989-03-09,1989,10,10,1989-10,Thursday
1989-03-10,1989,10,10,1989-10,Friday
1989-03-11,1989,10,10,1989-10,Saturday
1989-03-12,1989,10,10,1989-10,Sunday
1989-03-13,1989,11,11,1989-11,Monday
1989-03-14,1989,11,11,1989-11,Tuesday
1989-03-15,1989,11,11,1989-11,Wednesday
1989-03-16,1989,11,11,1989-11,Thursday
1989-03-17,1989,11,11,1989-11,Friday
1989-03-18,1989,11,11,1989-11,Saturday
1989-03-19,1989,11,11,1989-11,Sunday
1989-03-20,1989,12,12,1989-12,Monday
1989-03-21,1989,12,12,1989-12,Tuesday
1989-03-22,1989,12,12,1989-12,Wednesday
1989-03-23,1989,12,12,1989-12,Thursday
1989-03-24,1989,12,12,1989-12,Friday
1989-03-25,1989,12,12,1989-12,Saturday
1989-03-26,1989,12,12,1989-12,Sunday
1989-03-27,1989,13,13,1989-13,Monday
1989-03-28,1989,13,13,1989-13,Tuesday
1989-03-29,1989,13,13,1989-13,Wednesday
1989-03-30,1989,13,13,1989-13,Thursday
1989-03-31,1989,13,13,1989-13,Friday
1989-04-01,1989,13,13,1989-13,Saturday
1989-04-02,1989,13,13,1989-13,Sunday
1989-04-03,1989,14,14,1989-14,Monday
1989-04-04,1989,14,14,1989-14,Tuesday
1989-04-05,1989,14,14,1989-14,Wednesday
1989-04-06,1989,14,14,1989-14,Thursday
1989-04-07,1989,14,14,1989-14,Friday
1989-04-08,1989,14,14,1989-14,Saturday
1989-04-09,1989,14,14,1989-14,Sunday
1989-04-10,1989,15,15,1989-15,Monday
1989-04-11,1989,15,15,1989-15,Tuesday
1989-04-12,1989,15,15,1989-15,Wednesday
1989-04-13,1989,15,15,1989-15,Thursday
1989-04-14,1989,15,15,1989-15,Friday
1989-04-15,1989,15,15,1989-15,Saturday
1989-04-16,1989,15,15,1989-15,Sunday
1989-04-17,1989,16,16,1989-16,Monday
1989-04-18,1989,16,16,1989-16,Tuesday
1989-04-19,1989,16,16,1989-16,Wednesday
1989-04-20,1989,16,16,1989-16,Thursday
1989-04-21,1989,16,16,1989-16,Friday
1989-04-22,1989,16,16,1989-16,Saturday
1989-04-23,1989,16,16,1989-16,Sunday
1989-04-24,1989,17,17,1989-17,Monday
1989-04-25,1989,17,17,1989-17,Tuesday
1989-04-26,1989,17,17,1989-17,Wednesday
1989-04-27,1989,17,17,1989-17,Thursday
1989-04-28,1989,17,17,1989-17,Friday
1989-04-29,1989,17,17,1989-17,Saturday
1989-04-30,1989,17,17,1989-17,Sunday
1989-05-01,1989,18,18,1989-18,Monday
1989-05-02,1989,18,18,1989-18,Tuesday
1989-05-03,1989,18,18,1989-18,Wednesday
1989-05-04,1989,18,18,1989-18,Thursday
1989-05-05,1989,18,18,1989-18,Friday
1989-05-06,1989,18,18,1989-18,Saturday
1989-05-07,1989,18,18,1989-18,Sunday
1989-05-08,1989,19,19,1989-19,Monday
1989-05-09,1989,19,19,1989-19,Tuesday
1989-05-10,1989,19,19,1989-19,Wednesday
1989-05-11,1989,19,19,1989-19,Thursday
1989-05-12,1989,19,19,1989-19,Friday
1989-05-13,1989,19,19,1989-19,Saturday
1989-05-14,1989,19,19,1989-19,Sunday
1989-05-15,1989,20,20,1989-20,Monday
1989-05-16,1989,20,20,1989-20,Tuesday
1989-05-17,1989,20,20,1989-20,Wednesday
1989-05-18,1989,20,20,1989-20,Thursday
1989-05-19,1989,20,20,1989-20,Friday
1989-05-20,1989,20,20,1989-20,Saturday
1989-05-21,1989,20,20,1989-20,Sunday
1989-05-22,1989,21,21,1989-21,Monday
1989-05-23,1989,21,21,1989-21,Tuesday
1989-05-24,1989,21,21,1989-21,Wednesday
1989-05-25,1989,21,21,1989-21,Thursday
1989-05-26,1989,21,21,1989-21,Friday
1989-05-27,1989,21,21,1989-21,Saturday
1989-05-28,1989,21,21,1989-21,Sunday
1989-05-29,1989,22,22,1989-22,Monday
1989-05-30,1989,22,22,1989-22,Tuesday
1989-05-31,1989,22,22,1989-22,Wednesday
1989-06-01,1989,22,22,1989-22,Thursday
1989-06-02,1989,22,22,1989-22,Friday
1989-06-03,1989,22,22,1989-22,Saturday
1989-06-04,1989,22,22,1989-22,Sunday
1989-06-05,1989,23,23,1989-23,Monday
1989-06-06,1989,23,23,1989-23,Tuesday
1989-06-07,1989,23,23,1989-23,Wednesday
1989-06-08,1989,23,23,1989-23,Thursday
1989-06-09,1989,23,23,1989-23,Friday
1989-06-10,1989,23,23,1989-23,Saturday
1989-06-11,1989,23,23,1989-23,Sunday
1989-06-12,1989,24,24,1989-24,Monday
1989-06-13,1989,24,24,1989-24,Tuesday
1989-06-14,1989,24,24,1989-24,Wednesday
1989-06-15,1989,24,24,1989-24,Thursday
1989-06-16,1989,24,24,1989-24,Friday
1989-06-17,1989,24,24,1989-24,Saturday
1989-06-18,1989,24,24,1989-24,Sunday
1989-06-19,1989,25,25,1989-25,Monday
1989-06-20,1989,25,25,1989-25,Tuesday
1989-06-21,1989,25,25,1989-25,Wednesday
1989-06-22,1989,25,25,1989-25,Thursday
1989-06-23,1989,25,25,1989-25,Friday
1989-06-24,1989,25,25,1989-25,Saturday
1989-06-25,1989,25,25,1989-25,Sunday
1989-06-26,1989,26,26,1989-26,Monday
1989-06-27,1989,26,26,1989-26,Tuesday
1989-06-28,1989,26,26,1989-26,Wednesday
1989-06-29,1989,26,26,1989-26,Thursday
1989-06-30,1989,26,26,1989-26,Friday
1989-07-01,1989,26,26,1989-26,Saturday
1989-07-02,1989,26,26,1989-26,Sunday
1989-07-03,1989,27,27,1989-27,Monday
1989-07-04,1989,27,27,1989-27,Tuesday
1989-07-05,1989,27,27,1989-27,Wednesday
1989-07-06,1989,27,27,1989-27,Thursday
1989-07-07,1989,27,27,1989-27,Friday
1989-07-08,1989,27,27,1989-27,Saturday
1989-07-09,1989,27,27,1989-27,Sunday
1989-07-10,1989,28,28,1989-28,Monday
1989-07-11,1989,28,28,1989-28,Tuesday
1989-07-12,1989,28,28,1989-28,Wednesday
1989-07-13,1989,28,28,1989-28,Thursday
1989-07-14,1989,28,28,1989-28,Friday
1989-07-15,1989,28,28,1989-28,Saturday
1989-07-16,1989,28,28,1989-28,Sunday
1989-07-17,1989,29,29,1989-29,Monday
1989-07-18,1989,29,29,1989-29,Tuesday
1989-07-19,1989,29,29,1989-29,Wednesday
1989-07-20,1989,29,29,1989-29,Thursday
1989-07-21,1989,29,29,1989-29,Friday
1989-07-22,1989,29,29,1989-29,Saturday
1989-07-23,1989,29,29,1989-29,Sunday
1989-07-24,1989,30,30,1989-30,Monday
1989-07-25,1989,30,30,1989-30,Tuesday
1989-07-26,1989,30,30,1989-30,Wednesday
1989-07-27,1989,30,30,1989-30,Thursday
1989-07-28,1989,30,30,1989-30,Friday
1989-07-29,1989,30,30,1989-30,Saturday
1989-07-30,1989,30,30,1989-30,Sunday
1989-07-31,1989,31,31,1989-31,Monday
1989-08-01,1989,31,31,1989-31,Tuesday
1989-08-02,1989,31,31,1989-31,Wednesday
1989-08-03,1989,31,31,1989-31,Thursday
1989-08-04,1989,31,31,1989-31,Friday
1989-08-05,1989,31,31,1989-31,Saturday
1989-08-06,1989,31,31,1989-31,Sunday
1989-08-07,1989,32,32,1989-32,Monday
1989-08-08,1989,32,32,1989-32,Tuesday
1989-08-09,1989,32,32,1989-32,Wednesday
1989-08-10,1989,32,32,1989-32,Thursday
1989-08-11,1989,32,32,1989-32,Friday
1989-08-12,1989,32,32,1989-32,Saturday
1989-08-13,1989,32,32,1989-32,Sunday
1989-08-14,1989,33,33,1989-33,Monday
1989-08-15,1989,33,33,1989-33,Tuesday
1989-08-16,1989,33,33,1989-33,Wednesday
1989-08-17,1989,33,33,1989-33,Thursday
1989-08-18,1989,33,33,1989-33,Friday
1989-08-19,1989,33,33,1989-33,Saturday
1989-08-20,1989,33,33,1989-33,Sunday
1989-08-21,1989,34,34,1989-34,Monday
1989-08-22,1989,34,34,1989-34,Tuesday
1989-08-23,1989,34,34,1989-34,Wednesday
1989-08-24,1989,34,34,1989-34,Thursday
1989-08-25,1989,34,34,1989-34,Friday
1989-08-26,1989,34,34,1989-34,Saturday
1989-08-27,1989,34,34,1989-34,Sunday
1989-08-28,1989,35,35,1989-35,Monday
1989-08-29,1989,35,35,1989-35,Tuesday
1989-08-30,1989,35,35,1989-35,Wednesday
1989-08-31,1989,35,35,1989-35,Thursday
1989-09-01,1989,35,35,1989-35,Friday
1989-09-02,1989,35,35,1989-35,Saturday
1989-09-03,1989,35,35,1989-35,Sunday
1989-09-04,1989,36,36,1989-36,Monday
1989-09-05,1989,36,36,1989-36,Tuesday
1989-09-06,1989,36,36,1989-36,Wednesday
1989-09-07,1989,36,36,1989-36,Thursday
1989-09-08,1989,36,36,1989-36,Friday
1989-09-09,1989,36,36,1989-36,Saturday
1989-09-10,1989,36,36,1989-36,Sunday
1989-09-11,1989,37,37,1989-37,Monday
1989-09-12,1989,37,37,1989-37,Tuesday
1989-09-13,1989,37,37,1989-37,Wednesday
1989-09-14,1989,37,37,1989-37,Thursday
1989-09-15,1989,37,37,1989-37,Friday
1989-09-16,1989,37,37,1989-37,Saturday
1989-09-17,1989,37,37,1989-37,Sunday
1989-09-18,1989,38,38,1989-38,Monday
1989-09-19,1989,38,38,1989-38,Tuesday
1989-09-20,1989,38,38,1989-38,Wednesday
1989-09-21,1989,38,38,1989-38,Thursday
1989-09-22,1989,38,38,1989-38,Friday
1989-09-23,1989,38,38,1989-38,Saturday
1989-09-24,1989,38,38,1989-38,Sunday
1989-09-25,1989,39,39,1989-39,Monday
1989-09-26,1989,39,39,1989-39,Tuesday
1989-09-27,1989,39,39,1989-39,Wednesday
1989-09-28,1989,39,39,1989-39,Thursday
1989-09-29,1989,39,39,1989-39,Friday
1989-09-30,1989,39,39,1989-39,Saturday
1989-10-01,1989,39,39,1989-39,Sunday
1989-10-02,1989,40,40,1989-40,Monday
1989-10-03,1989,40,40,1989-40,Tuesday
1989-10-04,1989,40,40,1989-40,Wednesday
1989-10-05,1989,40,40,1989-40,Thursday
1989-10-06,1989,40,40,1989-40,Friday
1989-10-07,1989,40,40,1989-40,Saturday
1989-10-08,1989,40,40,1989-40,Sunday
1989-10-09,1989,41,41,1989-41,Monday
1989-10-10,1989,41,41,1989-41,Tuesday
1989-10-11,1989,41,41,1989-41,Wednesday
1989-10-12,1989,41,41,1989-41,Thursday
1989-10-13,1989,41,41,1989-41,Friday
1989-10-14,1989,41,41,1989-41,Saturday
1989-10-15,1989,41,41,1989-41,Sunday
1989-10-16,1989,42,42,1989-42,Monday
1989-10-17,1989,42,42,1989-42,Tuesday
1989-10-18,1989,42,42,1989-42,Wednesday
1989-10-19,1989,42,42,1989-42,Thursday
1989-10-20,1989,42,42,1989-42,Friday
1989-10-21,1989,42,42,1989-42,Saturday
1989-10-22,1989,42,42,1989-42,Sunday
1989-10-23,1989,43,43,1989-43,Monday
1989-10-24,1989,43,43,1989-43,Tuesday
1989-10-25,1989,43,43,1989-43,Wednesday
1989-10-26,1989,43,43,1989-43,Thursday
1989-10-27,1989,43,43,1989-43,Friday
1989-10-28,1989,43,43,1989-43,Saturday
1989-10-29,1989,43,43,1989-43,Sunday
1989-10-30,1989,44,44,1989-44,Monday
1989-10-31,1989,44,44,1989-44,Tuesday
1989-11-01,1989,44,44,1989-44,Wednesday
1989-11-02,1989,44,44,1989-44,Thursday
1989-11-03,1989,44,44,1989-44,Friday
1989-11-04,1989,44,44,1989-44,Saturday
1989-11-05,1989,44,44,1989-44,Sunday
1989-11-06,1989,45,45,1989-45,Monday
1989-11-07,1989,45,45,1989-45,Tuesday
1989-11-08,1989,45,45,1989-45,Wednesday
1989-11-09,1989,45,45,1989-45,Thursday
1989-11-10,1989,45,45,1989-45,Friday
1989-11-11,1989,45,45,1989-45,Saturday
1989-11-12,1989,45,45,1989-45,Sunday
1989-11-13,1989,46,46,1989-46,Monday
1989-11-14,1989,46,46,1989-46,Tuesday
1989-11-15,1989,46,46,1989-46,Wednesday
1989-11-16,1989,46,46,1989-46,Thursday
1989-11-17,1989,46,46,1989-46,Friday
1989-11-18,1989,46,46,1989-46,Saturday
1989-11-19,1989,46,46,1989-46,Sunday
1989-11-20,1989,47,47,1989-47,Monday
1989-11-21,1989,47,47,1989-47,Tuesday
1989-11-22,1989,47,47,1989-47,Wednesday
1989-11-23,1989,47,47,1989-47,Thursday
1989-11-24,1989,47,47,1989-47,Friday
1989-11-25,1989,47,47,1989-47,Saturday
1989-11-26,1989,47,47,1989-47,Sunday
1989-11-27,1989,48,48,1989-48,Monday
1989-11-28,1989,48,48,1989-48,Tuesday
1989-11-29,1989,48,48,1989-48,Wednesday
1989-11-30,1989,48,48,1989-48,Thursday
1989-12-01,1989,48,48,1989-48,Friday
1989-12-02,1989,48,48,1989-48,Saturday
1989-12-03,1989,48,48,1989-48,Sunday
1989-12-04,1989,49,49,1989-49,Monday
1989-12-05,1989,49,49,1989-49,Tuesday
1989-12-06,1989,49,49,1989-49,Wednesday
1989-12-07,1989,49,49,1989-49,Thursday
1989-12-08,1989,49,49,1989-49,Friday
1989-12-09,1989,49,49,1989-49,Saturday
1989-12-10,1989,49,49,1989-49,Sunday
1989-12-11,1989,50,50,1989-50,Monday
1989-12-12,1989,50,50,1989-50,Tuesday
1989-12-13,1989,50,50,1989-50,Wednesday
1989-12-14,1989,50,50,1989-50,Thursday
1989-12-15,1989,50,50,1989-50,Friday
1989-12-16,1989,50,50,1989-50,Saturday
1989-12-17,1989,50,50,1989-50,Sunday
1989-12-18,1989,51,51,1989-51,Monday
1989-12-19,1989,51,51,1989-51,Tuesday
1989-12-20,1989,51,51,1989-51,Wednesday
1989-12-21,1989,51,51,1989-51,Thursday
1989-12-22,1989,51,51,1989-51,Friday
1989-12-23,1989,51,51,1989-51,Saturday
1989-12-24,1989,51,51,1989-51,Sunday
1989-12-25,1989,52,52,1989-52,Monday
1989-12-26,1989,52,52,1989-52,Tuesday
1989-12-27,1989,52,52,1989-52,Wednesday
1989-12-28,1989,52,52,1989-52,Thursday
1989-12-29,1989,52,52,1989-52,Friday
1989-12-30,1989,52,52,1989-52,Saturday
1989-12-31,1989,52,52,1989-52,Sunday
1990-01-01,1990,1,01,1990-01,Monday
1990-01-02,1990,1,01,1990-01,Tuesday
1990-01-03,1990,1,01,1990-01,Wednesday
1990-01-04,1990,1,01,1990-01,Thursday
1990-01-05,1990,1,01,1990-01,Friday
1990-01-06,1990,1,01,1990-01,Saturday
1990-01-07,1990,1,01,1990-01,Sunday
1990-01-08,1990,2,02,1990-02,Monday
1990-01-09,1990,2,02,1990-02,Tuesday
1990-01-10,1990,2,02,1990-02,Wednesday
1990-01-11,1990,2,02,1990-02,Thursday
1990-01-12,1990,2,02,1990-02,Friday
1990-01-13,1990,2,02,1990-02,Saturday
1990-01-14,1990,2,02,1990-02,Sunday
1990-01-15,1990,3,03,1990-03,Monday
1990-01-16,1990,3,03,1990-03,Tuesday
1990-01-17,1990,3,03,1990-03,Wednesday
1990-01-18,1990,3,03,1990-03,Thursday
1990-01-19,1990,3,03,1990-03,Friday
1990-01-20,1990,3,03,1990-03,Saturday
1990-01-21,1990,3,03,1990-03,Sunday
1990-01-22,1990,4,04,1990-04,Monday
1990-01-23,1990,4,04,1990-04,Tuesday
1990-01-24,1990,4,04,1990-04,Wednesday
1990-01-25,1990,4,04,1990-04,Thursday
1990-01-26,1990,4,04,1990-04,Friday
1990-01-27,1990,4,04,1990-04,Saturday
1990-01-28,1990,4,04,1990-04,Sunday
1990-01-29,1990,5,05,1990-05,Monday
1990-01-30,1990,5,05,1990-05,Tuesday
1990-01-31,1990,5,05,1990-05,Wednesday
1990-02-01,1990,5,05,1990-05,Thursday
1990-02-02,1990,5,05,1990-05,Friday
1990-02-03,1990,5,05,1990-05,Saturday
1990-02-04,1990,5,05,1990-05,Sunday
1990-02-05,1990,6,06,1990-06,Monday
1990-02-06,1990,6,06,1990-06,Tuesday
1990-02-07,1990,6,06,1990-06,Wednesday
1990-02-08,1990,6,06,1990-06,Thursday
1990-02-09,1990,6,06,1990-06,Friday
1990-02-10,1990,6,06,1990-06,Saturday
1990-02-11,1990,6,06,1990-06,Sunday
1990-02-12,1990,7,07,1990-07,Monday
1990-02-13,1990,7,07,1990-07,Tuesday
1990-02-14,1990,7,07,1990-07,Wednesday
1990-02-15,1990,7,07,1990-07,Thursday
1990-02-16,1990,7,07,1990-07,Friday
1990-02-17,1990,7,07,1990-07,Saturday
1990-02-18,1990,7,07,1990-07,Sunday
1990-02-19,1990,8,08,1990-08,Monday
1990-02-20,1990,8,08,1990-08,Tuesday
1990-02-21,1990,8,08,1990-08,Wednesday
1990-02-22,1990,8,08,1990-08,Thursday
1990-02-23,1990,8,08,1990-08,Friday
1990-02-24,1990,8,08,1990-08,Saturday
1990-02-25,1990,8,08,1990-08,Sunday
1990-02-26,1990,9,09,1990-09,Monday
1990-02-27,1990,9,09,1990-09,Tuesday
1990-02-28,1990,9,09,1990-09,Wednesday
1990-03-01,1990,9,09,1990-09,Thursday
1990-03-02,1990,9,09,1990-09,Friday
1990-03-03,1990,9,09,1990-09,Saturday
1990-03-04,1990,9,09,1990-09,Sunday
1990-03-05,1990,10,10,1990-10,Monday
1990-03-06,1990,10,10,1990-10,Tuesday
1990-03-07,1990,10,10,1990-10,Wednesday
1990-03-08,1990,10,10,1990-10,Thursday
1990-03-09,1990,10,10,1990-10,Friday
1990-03-10,1990,10,10,1990-10,Saturday
1990-03-11,1990,10,10,1990-10,Sunday
1990-03-12,1990,11,11,1990-11,Monday
1990-03-13,1990,11,11,1990-11,Tuesday
1990-03-14,1990,11,11,1990-11,Wednesday
1990-03-15,1990,11,11,1990-11,Thursday
1990-03-16,1990,11,11,1990-11,Friday
1990-03-17,1990,11,11,1990-11,Saturday
1990-03-18,1990,11,11,1990-11,Sunday
1990-03-19,1990,12,12,1990-12,Monday
1990-03-20,1990,12,12,1990-12,Tuesday
1990-03-21,1990,12,12,1990-12,Wednesday
1990-03-22,1990,12,12,1990-12,Thursday
1990-03-23,1990,12,12,1990-12,Friday
1990-03-24,1990,12,12,1990-12,Saturday
1990-03-25,1990,12,12,1990-12,Sunday
1990-03-26,1990,13,13,1990-13,Monday
1990-03-27,1990,13,13,1990-13,Tuesday
1990-03-28,1990,13,13,1990-13,Wednesday
1990-03-29,1990,13,13,1990-13,Thursday
1990-03-30,1990,13,13,1990-13,Friday
1990-03-31,1990,13,13,1990-13,Saturday
1990-04-01,1990,13,13,1990-13,Sunday
1990-04-02,1990,14,14,1990-14,Monday
1990-04-03,1990,14,14,1990-14,Tuesday
1990-04-04,1990,14,14,1990-14,Wednesday
1990-04-05,1990,14,14,1990-14,Thursday
1990-04-06,1990,14,14,1990-14,Friday
1990-04-07,1990,14,14,1990-14,Saturday
1990-04-08,1990,14,14,1990-14,Sunday
1990-04-09,1990,15,15,1990-15,Monday
1990-04-10,1990,15,15,1990-15,Tuesday
1990-04-11,1990,15,15,1990-15,Wednesday
1990-04-12,1990,15,15,1990-15,Thursday
1990-04-13,1990,15,15,1990-15,Friday
1990-04-14,1990,15,15,1990-15,Saturday
1990-04-15,1990,15,15,1990-15,Sunday
1990-04-16,1990,16,16,1990-16,Monday
1990-04-17,1990,16,16,1990-16,Tuesday
1990-04-18,1990,16,16,1990-16,Wednesday
1990-04-19,1990,16,16,1990-16,Thursday
1990-04-20,1990,16,16,1990-16,Friday
1990-04-21,1990,16,16,1990-16,Saturday
1990-04-22,1990,16,16,1990-16,Sunday
1990-04-23,1990,17,17,1990-17,Monday
1990-04-24,1990,17,17,1990-17,Tuesday
1990-04-25,1990,17,17,1990-17,Wednesday
1990-04-26,1990,17,17,1990-17,Thursday
1990-04-27,1990,17,17,1990-17,Friday
1990-04-28,1990,17,17,1990-17,Saturday
1990-04-29,1990,17,17,1990-17,Sunday
1990-04-30,1990,18,18,1990-18,Monday
1990-05-01,1990,18,18,1990-18,Tuesday
1990-05-02,1990,18,18,1990-18,Wednesday
1990-05-03,1990,18,18,1990-18,Thursday
1990-05-04,1990,18,18,1990-18,Friday
1990-05-05,1990,18,18,1990-18,Saturday
1990-05-06,1990,18,18,1990-18,Sunday
1990-05-07,1990,19,19,1990-19,Monday
1990-05-08,1990,19,19,1990-19,Tuesday
1990-05-09,1990,19,19,1990-19,Wednesday
1990-05-10,1990,19,19,1990-19,Thursday
1990-05-11,1990,19,19,1990-19,Friday
1990-05-12,1990,19,19,1990-19,Saturday
1990-05-13,1990,19,19,1990-19,Sunday
1990-05-14,1990,20,20,1990-20,Monday
1990-05-15,1990,20,20,1990-20,Tuesday
1990-05-16,1990,20,20,1990-20,Wednesday
1990-05-17,1990,20,20,1990-20,Thursday
1990-05-18,1990,20,20,1990-20,Friday
1990-05-19,1990,20,20,1990-20,Saturday
1990-05-20,1990,20,20,1990-20,Sunday
1990-05-21,1990,21,21,1990-21,Monday
1990-05-22,1990,21,21,1990-21,Tuesday
1990-05-23,1990,21,21,1990-21,Wednesday
1990-05-24,1990,21,21,1990-21,Thursday
1990-05-25,1990,21,21,1990-21,Friday
1990-05-26,1990,21,21,1990-21,Saturday
1990-05-27,1990,21,21,1990-21,Sunday
1990-05-28,1990,22,22,1990-22,Monday
1990-05-29,1990,22,22,1990-22,Tuesday
1990-05-30,1990,22,22,1990-22,Wednesday
1990-05-31,1990,22,22,1990-22,Thursday
1990-06-01,1990,22,22,1990-22,Friday
1990-06-02,1990,22,22,1990-22,Saturday
1990-06-03,1990,22,22,1990-22,Sunday
1990-06-04,1990,23,23,1990-23,Monday
1990-06-05,1990,23,23,1990-23,Tuesday
1990-06-06,1990,23,23,1990-23,Wednesday
1990-06-07,1990,23,23,1990-23,Thursday
1990-06-08,1990,23,23,1990-23,Friday
1990-06-09,1990,23,23,1990-23,Saturday
1990-06-10,1990,23,23,1990-23,Sunday
1990-06-11,1990,24,24,1990-24,Monday
1990-06-12,1990,24,24,1990-24,Tuesday
1990-06-13,1990,24,24,1990-24,Wednesday
1990-06-14,1990,24,24,1990-24,Thursday
1990-06-15,1990,24,24,1990-24,Friday
1990-06-16,1990,24,24,1990-24,Saturday
1990-06-17,1990,24,24,1990-24,Sunday
1990-06-18,1990,25,25,1990-25,Monday
1990-06-19,1990,25,25,1990-25,Tuesday
1990-06-20,1990,25,25,1990-25,Wednesday
1990-06-21,1990,25,25,1990-25,Thursday
1990-06-22,1990,25,25,1990-25,Friday
1990-06-23,1990,25,25,1990-25,Saturday
1990-06-24,1990,25,25,1990-25,Sunday
1990-06-25,1990,26,26,1990-26,Monday
1990-06-26,1990,26,26,1990-26,Tuesday
1990-06-27,1990,26,26,1990-26,Wednesday
1990-06-28,1990,26,26,1990-26,Thursday
1990-06-29,1990,26,26,1990-26,Friday
1990-06-30,1990,26,26,1990-26,Saturday
1990-07-01,1990,26,26,1990-26,Sunday
1990-07-02,1990,27,27,1990-27,Monday
1990-07-03,1990,27,27,1990-27,Tuesday
1990-07-04,1990,27,27,1990-27,Wednesday
1990-07-05,1990,27,27,1990-27,Thursday
1990-07-06,1990,27,27,1990-27,Friday
1990-07-07,1990,27,27,1990-27,Saturday
1990-07-08,1990,27,27,1990-27,Sunday
1990-07-09,1990,28,28,1990-28,Monday
1990-07-10,1990,28,28,1990-28,Tuesday
1990-07-11,1990,28,28,1990-28,Wednesday
1990-07-12,1990,28,28,1990-28,Thursday
1990-07-13,1990,28,28,1990-28,Friday
1990-07-14,1990,28,28,1990-28,Saturday
1990-07-15,1990,28,28,1990-28,Sunday
1990-07-16,1990,29,29,1990-29,Monday
1990-07-17,1990,29,29,1990-29,Tuesday
1990-07-18,1990,29,29,1990-29,Wednesday
1990-07-19,1990,29,29,1990-29,Thursday
1990-07-20,1990,29,29,1990-29,Friday
1990-07-21,1990,29,29,1990-29,Saturday
1990-07-22,1990,29,29,1990-29,Sunday
1990-07-23,1990,30,30,1990-30,Monday
1990-07-24,1990,30,30,1990-30,Tuesday
1990-07-25,1990,30,30,1990-30,Wednesday
1990-07-26,1990,30,30,1990-30,Thursday
1990-07-27,1990,30,30,1990-30,Friday
1990-07-28,1990,30,30,1990-30,Saturday
1990-07-29,1990,30,30,1990-30,Sunday
1990-07-30,1990,31,31,1990-31,Monday
1990-07-31,1990,31,31,1990-31,Tuesday
1990-08-01,1990,31,31,1990-31,Wednesday
1990-08-02,1990,31,31,1990-31,Thursday
1990-08-03,1990,31,31,1990-31,Friday
1990-08-04,1990,31,31,1990-31,Saturday
