Fecha,Anio_SE,Semana_Epidemiologica,SE_Formato,Anio_SE_SE,Nombre_Dia
1993-04-16,1993,15,15,1993-15,Friday
1993-04-17,1993,15,15,1993-15,Saturday
1993-04-18,1993,15,15,1993-15,Sunday
1993-04-19,1993,16,16,1993-16,Monday
1993-04-20,1993,16,16,1993-16,Tuesday
1993-04-21,1993,16,16,1993-16,Wednesday
1993-04-22,1993,16,16,1993-16,Thursday
1993-04-23,1993,16,16,1993-16,Friday
1993-04-24,1993,16,16,1993-16,Saturday
1993-04-25,1993,16,16,1993-16,Sunday
1993-04-26,1993,17,17,1993-17,Monday
1993-04-27,1993,17,17,1993-17,Tuesday
1993-04-28,1993,17,17,1993-17,Wednesday
1993-04-29,1993,17,17,1993-17,Thursday
1993-04-30,1993,17,17,1993-17,Friday
1993-05-01,1993,17,17,1993-17,Saturday
1993-05-02,1993,17,17,1993-17,Sunday
1993-05-03,1993,18,18,1993-18,Monday
1993-05-04,1993,18,18,1993-18,Tuesday
1993-05-05,1993,18,18,1993-18,Wednesday
1993-05-06,1993,18,18,1993-18,Thursday
1993-05-07,1993,18,18,1993-18,Friday
1993-05-08,1993,18,18,1993-18,Saturday
1993-05-09,1993,18,18,1993-18,Sunday
1993-05-10,1993,19,19,1993-19,Monday
1993-05-11,1993,19,19,1993-19,Tuesday
1993-05-12,1993,19,19,1993-19,Wednesday
1993-05-13,1993,19,19,1993-19,Thursday
1993-05-14,1993,19,19,1993-19,Friday
1993-05-15,1993,19,19,1993-19,Saturday
1993-05-16,1993,19,19,1993-19,Sunday
1993-05-17,1993,20,20,1993-20,Monday
1993-05-18,1993,20,20,1993-20,Tuesday
1993-05-19,1993,20,20,1993-20,Wednesday
1993-05-20,1993,20,20,1993-20,Thursday
1993-05-21,1993,20,20,1993-20,Friday
1993-05-22,1993,20,20,1993-20,Saturday
1993-05-23,1993,20,20,1993-20,Sunday
1993-05-24,1993,21,21,1993-21,Monday
1993-05-25,1993,21,21,1993-21,Tuesday
1993-05-26,1993,21,21,1993-21,Wednesday
1993-05-27,1993,21,21,1993-21,Thursday
1993-05-28,1993,21,21,1993-21,Friday
1993-05-29,1993,21,21,1993-21,Saturday
1993-05-30,1993,21,21,1993-21,Sunday
1993-05-31,1993,22,22,1993-22,Monday
1993-06-01,1993,22,22,1993-22,Tuesday
1993-06-02,1993,22,22,1993-22,Wednesday
1993-06-03,1993,22,22,1993-22,Thursday
1993-06-04,1993,22,22,1993-22,Friday
1993-06-05,1993,22,22,1993-22,Saturday
1993-06-06,1993,22,22,1993-22,Sunday
1993-06-07,1993,23,23,1993-23,Monday
1993-06-08,1993,23,23,1993-23,Tuesday
1993-06-09,1993,23,23,1993-23,Wednesday
1993-06-10,1993,23,23,1993-23,Thursday
1993-06-11,1993,23,23,1993-23,Friday
1993-06-12,1993,23,23,1993-23,Saturday
1993-06-13,1993,23,23,1993-23,Sunday
1993-06-14,1993,24,24,1993-24,Monday
1993-06-15,1993,24,24,1993-24,Tuesday
1993-06-16,1993,24,24,1993-24,Wednesday
1993-06-17,1993,24,24,1993-24,Thursday
1993-06-18,1993,24,24,1993-24,Friday
1993-06-19,1993,24,24,1993-24,Saturday
1993-06-20,1993,24,24,1993-24,Sunday
1993-06-21,1993,25,25,1993-25,Monday
1993-06-22,1993,25,25,1993-25,Tuesday
1993-06-23,1993,25,25,1993-25,Wednesday
1993-06-24,1993,25,25,1993-25,Thursday
1993-06-25,1993,25,25,1993-25,Friday
1993-06-26,1993,25,25,1993-25,Saturday
1993-06-27,1993,25,25,1993-25,Sunday
1993-06-28,1993,26,26,1993-26,Monday
1993-06-29,1993,26,26,1993-26,Tuesday
1993-06-30,1993,26,26,1993-26,Wednesday
1993-07-01,1993,26,26,1993-26,Thursday
1993-07-02,1993,26,26,1993-26,Friday
1993-07-03,1993,26,26,1993-26,Saturday
1993-07-04,1993,26,26,1993-26,Sunday
1993-07-05,1993,27,27,1993-27,Monday
1993-07-06,1993,27,27,1993-27,Tuesday
1993-07-07,1993,27,27,1993-27,Wednesday
1993-07-08,1993,27,27,1993-27,Thursday
1993-07-09,1993,27,27,1993-27,Friday
1993-07-10,1993,27,27,1993-27,Saturday
1993-07-11,1993,27,27,1993-27,Sunday
1993-07-12,1993,28,28,1993-28,Monday
1993-07-13,1993,28,28,1993-28,Tuesday
1993-07-14,1993,28,28,1993-28,Wednesday
1993-07-15,1993,28,28,1993-28,Thursday
1993-07-16,1993,28,28,1993-28,Friday
1993-07-17,1993,28,28,1993-28,Saturday
1993-07-18,1993,28,28,1993-28,Sunday
1993-07-19,1993,29,29,1993-29,Monday
1993-07-20,1993,29,29,1993-29,Tuesday
1993-07-21,1993,29,29,1993-29,Wednesday
1993-07-22,1993,29,29,1993-29,Thursday
1993-07-23,1993,29,29,1993-29,Friday
1993-07-24,1993,29,29,1993-29,Saturday
1993-07-25,1993,29,29,1993-29,Sunday
1993-07-26,1993,30,30,1993-30,Monday
1993-07-27,1993,30,30,1993-30,Tuesday
1993-07-28,1993,30,30,1993-30,Wednesday
1993-07-29,1993,30,30,1993-30,Thursday
1993-07-30,1993,30,30,1993-30,Friday
1993-07-31,1993,30,30,1993-30,Saturday
1993-08-01,1993,30,30,1993-30,Sunday
1993-08-02,1993,31,31,1993-31,Monday
1993-08-03,1993,31,31,1993-31,Tuesday
1993-08-04,1993,31,31,1993-31,Wednesday
1993-08-05,1993,31,31,1993-31,Thursday
1993-08-06,1993,31,31,1993-31,Friday
1993-08-07,1993,31,31,1993-31,Saturday
1993-08-08,1993,31,31,1993-31,Sunday
1993-08-09,1993,32,32,1993-32,Monday
1993-08-10,1993,32,32,1993-32,Tuesday
1993-08-11,1993,32,32,1993-32,Wednesday
1993-08-12,1993,32,32,1993-32,Thursday
1993-08-13,1993,32,32,1993-32,Friday
1993-08-14,1993,32,32,1993-32,Saturday
1993-08-15,1993,32,32,1993-32,Sunday
1993-08-16,1993,33,33,1993-33,Monday
1993-08-17,1993,33,33,1993-33,Tuesday
1993-08-18,1993,33,33,1993-33,Wednesday
1993-08-19,1993,33,33,1993-33,Thursday
1993-08-20,1993,33,33,1993-33,Friday
1993-08-21,1993,33,33,1993-33,Saturday
1993-08-22,1993,33,33,1993-33,Sunday
1993-08-23,1993,34,34,1993-34,Monday
1993-08-24,1993,34,34,1993-34,Tuesday
1993-08-25,1993,34,34,1993-34,Wednesday
1993-08-26,1993,34,34,1993-34,Thursday
1993-08-27,1993,34,34,1993-34,Friday
1993-08-28,1993,34,34,1993-34,Saturday
1993-08-29,1993,34,34,1993-34,Sunday
1993-08-30,1993,35,35,1993-35,Monday
1993-08-31,1993,35,35,1993-35,Tuesday
1993-09-01,1993,35,35,1993-35,Wednesday
1993-09-02,1993,35,35,1993-35,Thursday
1993-09-03,1993,35,35,1993-35,Friday
1993-09-04,1993,35,35,1993-35,Saturday
1993-09-05,1993,35,35,1993-35,Sunday
1993-09-06,1993,36,36,1993-36,Monday
1993-09-07,1993,36,36,1993-36,Tuesday
1993-09-08,1993,36,36,1993-36,Wednesday
1993-09-09,1993,36,36,1993-36,Thursday
1993-09-10,1993,36,36,1993-36,Friday
1993-09-11,1993,36,36,1993-36,Saturday
1993-09-12,1993,36,36,1993-36,Sunday
1993-09-13,1993,37,37,1993-37,Monday
1993-09-14,1993,37,37,1993-37,Tuesday
1993-09-15,1993,37,37,1993-37,Wednesday
1993-09-16,1993,37,37,1993-37,Thursday
1993-09-17,1993,37,37,1993-37,Friday
1993-09-18,1993,37,37,1993-37,Saturday
1993-09-19,1993,37,37,1993-37,Sunday
1993-09-20,1993,38,38,1993-38,Monday
1993-09-21,1993,38,38,1993-38,Tuesday
1993-09-22,1993,38,38,1993-38,Wednesday
1993-09-23,1993,38,38,1993-38,Thursday
1993-09-24,1993,38,38,1993-38,Friday
1993-09-25,1993,38,38,1993-38,Saturday
1993-09-26,1993,38,38,1993-38,Sunday
1993-09-27,1993,39,39,1993-39,Monday
1993-09-28,1993,39,39,1993-39,Tuesday
1993-09-29,1993,39,39,1993-39,Wednesday
1993-09-30,1993,39,39,1993-39,Thursday
1993-10-01,1993,39,39,1993-39,Friday
1993-10-02,1993,39,39,1993-39,Saturday
1993-10-03,1993,39,39,1993-39,Sunday
1993-10-04,1993,40,40,1993-40,Monday
1993-10-05,1993,40,40,1993-40,Tuesday
1993-10-06,1993,40,40,1993-40,Wednesday
1993-10-07,1993,40,40,1993-40,Thursday
1993-10-08,1993,40,40,1993-40,Friday
1993-10-09,1993,40,40,1993-40,Saturday
1993-10-10,1993,40,40,1993-40,Sunday
1993-10-11,1993,41,41,1993-41,Monday
1993-10-12,1993,41,41,1993-41,Tuesday
1993-10-13,1993,41,41,1993-41,Wednesday
1993-10-14,1993,41,41,1993-41,Thursday
1993-10-15,1993,41,41,1993-41,Friday
1993-10-16,1993,41,41,1993-41,Saturday
1993-10-17,1993,41,41,1993-41,Sunday
1993-10-18,1993,42,42,1993-42,Monday
1993-10-19,1993,42,42,1993-42,Tuesday
1993-10-20,1993,42,42,1993-42,Wednesday
1993-10-21,1993,42,42,1993-42,Thursday
1993-10-22,1993,42,42,1993-42,Friday
1993-10-23,1993,42,42,1993-42,Saturday
1993-10-24,1993,42,42,1993-42,Sunday
1993-10-25,1993,43,43,1993-43,Monday
1993-10-26,1993,43,43,1993-43,Tuesday
1993-10-27,1993,43,43,1993-43,Wednesday
1993-10-28,1993,43,43,1993-43,Thursday
1993-10-29,1993,43,43,1993-43,Friday
1993-10-30,1993,43,43,1993-43,Saturday
1993-10-31,1993,43,43,1993-43,Sunday
1993-11-01,1993,44,44,1993-44,Monday
1993-11-02,1993,44,44,1993-44,Tuesday
1993-11-03,1993,44,44,1993-44,Wednesday
1993-11-04,1993,44,44,1993-44,Thursday
1993-11-05,1993,44,44,1993-44,Friday
1993-11-06,1993,44,44,1993-44,Saturday
1993-11-07,1993,44,44,1993-44,Sunday
1993-11-08,1993,45,45,1993-45,Monday
1993-11-09,1993,45,45,1993-45,Tuesday
1993-11-10,1993,45,45,1993-45,Wednesday
1993-11-11,1993,45,45,1993-45,Thursday
1993-11-12,1993,45,45,1993-45,Friday
1993-11-13,1993,45,45,1993-45,Saturday
1993-11-14,1993,45,45,1993-45,Sunday
1993-11-15,1993,46,46,1993-46,Monday
1993-11-16,1993,46,46,1993-46,Tuesday
1993-11-17,1993,46,46,1993-46,Wednesday
1993-11-18,1993,46,46,1993-46,Thursday
1993-11-19,1993,46,46,1993-46,Friday
1993-11-20,1993,46,46,1993-46,Saturday
1993-11-21,1993,46,46,1993-46,Sunday
1993-11-22,1993,47,47,1993-47,Monday
1993-11-23,1993,47,47,1993-47,Tuesday
1993-11-24,1993,47,47,1993-47,Wednesday
1993-11-25,1993,47,47,1993-47,Thursday
1993-11-26,1993,47,47,1993-47,Friday
1993-11-27,1993,47,47,1993-47,Saturday
1993-11-28,1993,47,47,1993-47,Sunday
1993-11-29,1993,48,48,1993-48,Monday
1993-11-30,1993,48,48,1993-48,Tuesday
1993-12-01,1993,48,48,1993-48,Wednesday
1993-12-02,1993,48,48,1993-48,Thursday
1993-12-03,1993,48,48,1993-48,Friday
1993-12-04,1993,48,48,1993-48,Saturday
1993-12-05,1993,48,48,1993-48,Sunday
1993-12-06,1993,49,49,1993-49,Monday
1993-12-07,1993,49,49,1993-49,Tuesday
1993-12-08,1993,49,49,1993-49,Wednesday
1993-12-09,1993,49,49,1993-49,Thursday
1993-12-10,1993,49,49,1993-49,Friday
1993-12-11,1993,49,49,1993-49,Saturday
1993-12-12,1993,49,49,1993-49,Sunday
1993-12-13,1993,50,50,1993-50,Monday
1993-12-14,1993,50,50,1993-50,Tuesday
1993-12-15,1993,50,50,1993-50,Wednesday
1993-12-16,1993,50,50,1993-50,Thursday
1993-12-17,1993,50,50,1993-50,Friday
1993-12-18,1993,50,50,1993-50,Saturday
1993-12-19,1993,50,50,1993-50,Sunday
1993-12-20,1993,51,51,1993-51,Monday
1993-12-21,1993,51,51,1993-51,Tuesday
1993-12-22,1993,51,51,1993-51,Wednesday
1993-12-23,1993,51,51,1993-51,Thursday
1993-12-24,1993,51,51,1993-51,Friday
1993-12-25,1993,51,51,1993-51,Saturday
1993-12-26,1993,51,51,1993-51,Sunday
1993-12-27,1993,52,52,1993-52,Monday
1993-12-28,1993,52,52,1993-52,Tuesday
1993-12-29,1993,52,52,1993-52,Wednesday
1993-12-30,1993,52,52,1993-52,Thursday
1993-12-31,1993,52,52,1993-52,Friday
1994-01-01,1993,52,52,1993-52,Saturday
1994-01-02,1993,52,52,1993-52,Sunday
1994-01-03,1994,1,01,1994-01,Monday
1994-01-04,1994,1,01,1994-01,Tuesday
1994-01-05,1994,1,01,1994-01,Wednesday
1994-01-06,1994,1,01,1994-01,Thursday
1994-01-07,1994,1,01,1994-01,Friday
1994-01-08,1994,1,01,1994-01,Saturday
1994-01-09,1994,1,01,1994-01,Sunday
1994-01-10,1994,2,02,1994-02,Monday
1994-01-11,1994,2,02,1994-02,Tuesday
1994-01-12,1994,2,02,1994-02,Wednesday
1994-01-13,1994,2,02,1994-02,Thursday
1994-01-14,1994,2,02,1994-02,Friday
1994-01-15,1994,2,02,1994-02,Saturday
1994-01-16,1994,2,02,1994-02,Sunday
1994-01-17,1994,3,03,1994-03,Monday
1994-01-18,1994,3,03,1994-03,Tuesday
1994-01-19,1994,3,03,1994-03,Wednesday
1994-01-20,1994,3,03,1994-03,Thursday
1994-01-21,1994,3,03,1994-03,Friday
1994-01-22,1994,3,03,1994-03,Saturday
1994-01-23,1994,3,03,1994-03,Sunday
1994-01-24,1994,4,04,1994-04,Monday
1994-01-25,1994,4,04,1994-04,Tuesday
1994-01-26,1994,4,04,1994-04,Wednesday
1994-01-27,1994,4,04,1994-04,Thursday
1994-01-28,1994,4,04,1994-04,Friday
1994-01-29,1994,4,04,1994-04,Saturday
1994-01-30,1994,4,04,1994-04,Sunday
1994-01-31,1994,5,05,1994-05,Monday
1994-02-01,1994,5,05,1994-05,Tuesday
1994-02-02,1994,5,05,1994-05,Wednesday
1994-02-03,1994,5,05,1994-05,Thursday
1994-02-04,1994,5,05,1994-05,Friday
1994-02-05,1994,5,05,1994-05,Saturday
1994-02-06,1994,5,05,1994-05,Sunday
1994-02-07,1994,6,06,1994-06,Monday
1994-02-08,1994,6,06,1994-06,Tuesday
1994-02-09,1994,6,06,1994-06,Wednesday
1994-02-10,1994,6,06,1994-06,Thursday
1994-02-11,1994,6,06,1994-06,Friday
1994-02-12,1994,6,06,1994-06,Saturday
1994-02-13,1994,6,06,1994-06,Sunday
1994-02-14,1994,7,07,1994-07,Monday
1994-02-15,1994,7,07,1994-07,Tuesday
1994-02-16,1994,7,07,1994-07,Wednesday
1994-02-17,1994,7,07,1994-07,Thursday
1994-02-18,1994,7,07,1994-07,Friday
1994-02-19,1994,7,07,1994-07,Saturday
1994-02-20,1994,7,07,1994-07,Sunday
1994-02-21,1994,8,08,1994-08,Monday
1994-02-22,1994,8,08,1994-08,Tuesday
1994-02-23,1994,8,08,1994-08,Wednesday
1994-02-24,1994,8,08,1994-08,Thursday
1994-02-25,1994,8,08,1994-08,Friday
1994-02-26,1994,8,08,1994-08,Saturday
1994-02-27,1994,8,08,1994-08,Sunday
1994-02-28,1994,9,09,1994-09,Monday
1994-03-01,1994,9,09,1994-09,Tuesday
1994-03-02,1994,9,09,1994-09,Wednesday
1994-03-03,1994,9,09,1994-09,Thursday
1994-03-04,1994,9,09,1994-09,Friday
1994-03-05,1994,9,09,1994-09,Saturday
1994-03-06,1994,9,09,1994-09,Sunday
1994-03-07,1994,10,10,1994-10,Monday
1994-03-08,1994,10,10,1994-10,Tuesday
1994-03-09,1994,10,10,1994-10,Wednesday
1994-03-10,1994,10,10,1994-10,Thursday
1994-03-11,1994,10,10,1994-10,Friday
1994-03-12,1994,10,10,1994-10,Saturday
1994-03-13,1994,10,10,1994-10,Sunday
1994-03-14,1994,11,11,1994-11,Monday
1994-03-15,1994,11,11,1994-11,Tuesday
1994-03-16,1994,11,11,1994-11,Wednesday
1994-03-17,1994,11,11,1994-11,Thursday
1994-03-18,1994,11,11,1994-11,Friday
1994-03-19,1994,11,11,1994-11,Saturday
1994-03-20,1994,11,11,1994-11,Sunday
1994-03-21,1994,12,12,1994-12,Monday
1994-03-22,1994,12,12,1994-12,Tuesday
1994-03-23,1994,12,12,1994-12,Wednesday
1994-03-24,1994,12,12,1994-12,Thursday
1994-03-25,1994,12,12,1994-12,Friday
1994-03-26,1994,12,12,1994-12,Saturday
1994-03-27,1994,12,12,1994-12,Sunday
1994-03-28,1994,13,13,1994-13,Monday
1994-03-29,1994,13,13,1994-13,Tuesday
1994-03-30,1994,13,13,1994-13,Wednesday
1994-03-31,1994,13,13,1994-13,Thursday
1994-04-01,1994,13,13,1994-13,Friday
1994-04-02,1994,13,13,1994-13,Saturday
1994-04-03,1994,13,13,1994-13,Sunday
1994-04-04,1994,14,14,1994-14,Monday
1994-04-05,1994,14,14,1994-14,Tuesday
1994-04-06,1994,14,14,1994-14,Wednesday
1994-04-07,1994,14,14,1994-14,Thursday
1994-04-08,1994,14,14,1994-14,Friday
1994-04-09,1994,14,14,1994-14,Saturday
1994-04-10,1994,14,14,1994-14,Sunday
1994-04-11,1994,15,15,1994-15,Monday
1994-04-12,1994,15,15,1994-15,Tuesday
1994-04-13,1994,15,15,1994-15,Wednesday
1994-04-14,1994,15,15,1994-15,Thursday
1994-04-15,1994,15,15,1994-15,Friday
1994-04-16,1994,15,15,1994-15,Saturday
1994-04-17,1994,15,15,1994-15,Sunday
1994-04-18,1994,16,16,1994-16,Monday
1994-04-19,1994,16,16,1994-16,Tuesday
1994-04-20,1994,16,16,1994-16,Wednesday
1994-04-21,1994,16,16,1994-16,Thursday
1994-04-22,1994,16,16,1994-16,Friday
1994-04-23,1994,16,16,1994-16,Saturday
1994-04-24,1994,16,16,1994-16,Sunday
1994-04-25,1994,17,17,1994-17,Monday
1994-04-26,1994,17,17,1994-17,Tuesday
1994-04-27,1994,17,17,1994-17,Wednesday
1994-04-28,1994,17,17,1994-17,Thursday
1994-04-29,1994,17,17,1994-17,Friday
1994-04-30,1994,17,17,1994-17,Saturday
1994-05-01,1994,17,17,1994-17,Sunday
1994-05-02,1994,18,18,1994-18,Monday
1994-05-03,1994,18,18,1994-18,Tuesday
1994-05-04,1994,18,18,1994-18,Wednesday
1994-05-05,1994,18,18,1994-18,Thursday
1994-05-06,1994,18,18,1994-18,Friday
1994-05-07,1994,18,18,1994-18,Saturday
1994-05-08,1994,18,18,1994-18,Sunday
1994-05-09,1994,19,19,1994-19,Monday
1994-05-10,1994,19,19,1994-19,Tuesday
1994-05-11,1994,19,19,1994-19,Wednesday
1994-05-12,1994,19,19,1994-19,Thursday
1994-05-13,1994,19,19,1994-19,Friday
1994-05-14,1994,19,19,1994-19,Saturday
1994-05-15,1994,19,19,1994-19,Sunday
1994-05-16,1994,20,20,1994-20,Monday
1994-05-17,1994,20,20,1994-20,Tuesday
1994-05-18,1994,20,20,1994-20,Wednesday
1994-05-19,1994,20,20,1994-20,Thursday
1994-05-20,1994,20,20,1994-20,Friday
1994-05-21,1994,20,20,1994-20,Saturday
1994-05-22,1994,20,20,1994-20,Sunday
1994-05-23,1994,21,21,1994-21,Monday
1994-05-24,1994,21,21,1994-21,Tuesday
1994-05-25,1994,21,21,1994-21,Wednesday
1994-05-26,1994,21,21,1994-21,Thursday
1994-05-27,1994,21,21,1994-21,Friday
1994-05-28,1994,21,21,1994-21,Saturday
1994-05-29,1994,21,21,1994-21,Sunday
1994-05-30,1994,22,22,1994-22,Monday
1994-05-31,1994,22,22,1994-22,Tuesday
1994-06-01,1994,22,22,1994-22,Wednesday
1994-06-02,1994,22,22,1994-22,Thursday
1994-06-03,1994,22,22,1994-22,Friday
1994-06-04,1994,22,22,1994-22,Saturday
1994-06-05,1994,22,22,1994-22,Sunday
1994-06-06,1994,23,23,1994-23,Monday
1994-06-07,1994,23,23,1994-23,Tuesday
1994-06-08,1994,23,23,1994-23,Wednesday
1994-06-09,1994,23,23,1994-23,Thursday
1994-06-10,1994,23,23,1994-23,Friday
1994-06-11,1994,23,23,1994-23,Saturday
1994-06-12,1994,23,23,1994-23,Sunday
1994-06-13,1994,24,24,1994-24,Monday
1994-06-14,1994,24,24,1994-24,Tuesday
1994-06-15,1994,24,24,1994-24,Wednesday
1994-06-16,1994,24,24,1994-24,Thursday
1994-06-17,1994,24,24,1994-24,Friday
1994-06-18,1994,24,24,1994-24,Saturday
1994-06-19,1994,24,24,1994-24,Sunday
1994-06-20,1994,25,25,1994-25,Monday
1994-06-21,1994,25,25,1994-25,Tuesday
1994-06-22,1994,25,25,1994-25,Wednesday
1994-06-23,1994,25,25,1994-25,Thursday
1994-06-24,1994,25,25,1994-25,Friday
1994-06-25,1994,25,25,1994-25,Saturday
1994-06-26,1994,25,25,1994-25,Sunday
1994-06-27,1994,26,26,1994-26,Monday
1994-06-28,1994,26,26,1994-26,Tuesday
1994-06-29,1994,26,26,1994-26,Wednesday
1994-06-30,1994,26,26,1994-26,Thursday
1994-07-01,1994,26,26,1994-26,Friday
1994-07-02,1994,26,26,1994-26,Saturday
1994-07-03,1994,26,26,1994-26,Sunday
1994-07-04,1994,27,27,1994-27,Monday
1994-07-05,1994,27,27,1994-27,Tuesday
1994-07-06,1994,27,27,1994-27,Wednesday
1994-07-07,1994,27,27,1994-27,Thursday
1994-07-08,1994,27,27,1994-27,Friday
1994-07-09,1994,27,27,1994-27,Saturday
1994-07-10,1994,27,27,1994-27,Sunday
1994-07-11,1994,28,28,1994-28,Monday
1994-07-12,1994,28,28,1994-28,Tuesday
1994-07-13,1994,28,28,1994-28,Wednesday
1994-07-14,1994,28,28,1994-28,Thursday
1994-07-15,1994,28,28,1994-28,Friday
1994-07-16,1994,28,28,1994-28,Saturday
1994-07-17,1994,28,28,1994-28,Sunday
1994-07-18,1994,29,29,1994-29,Monday
1994-07-19,1994,29,29,1994-29,Tuesday
1994-07-20,1994,29,29,1994-29,Wednesday
1994-07-21,1994,29,29,1994-29,Thursday
1994-07-22,1994,29,29,1994-29,Friday
1994-07-23,1994,29,29,1994-29,Saturday
1994-07-24,1994,29,29,1994-29,Sunday
1994-07-25,1994,30,30,1994-30,Monday
1994-07-26,1994,30,30,1994-30,Tuesday
1994-07-27,1994,30,30,1994-30,Wednesday
1994-07-28,1994,30,30,1994-30,Thursday
1994-07-29,1994,30,30,1994-30,Friday
1994-07-30,1994,30,30,1994-30,Saturday
1994-07-31,1994,30,30,1994-30,Sunday
1994-08-01,1994,31,31,1994-31,Monday
1994-08-02,1994,31,31,1994-31,Tuesday
1994-08-03,1994,31,31,1994-31,Wednesday
1994-08-04,1994,31,31,1994-31,Thursday
1994-08-05,1994,31,31,1994-31,Friday
1994-08-06,1994,31,31,1994-31,Saturday
1994-08-07,1994,31,31,1994-31,Sunday
1994-08-08,1994,32,32,1994-32,Monday
1994-08-09,1994,32,32,1994-32,Tuesday
1994-08-10,1994,32,32,1994-32,Wednesday
1994-08-11,1994,32,32,1994-32,Thursday
1994-08-12,1994,32,32,1994-32,Friday
1994-08-13,1994,32,32,1994-32,Saturday
1994-08-14,1994,32,32,1994-32,Sunday
1994-08-15,1994,33,33,1994-33,Monday
1994-08-16,1994,33,33,1994-33,Tuesday
1994-08-17,1994,33,33,1994-33,Wednesday
1994-08-18,1994,33,33,1994-33,Thursday
1994-08-19,1994,33,33,1994-33,Friday
1994-08-20,1994,33,33,1994-33,Saturday
1994-08-21,1994,33,33,1994-33,Sunday
1994-08-22,1994,34,34,1994-34,Monday
1994-08-23,1994,34,34,1994-34,Tuesday
1994-08-24,1994,34,34,1994-34,Wednesday
1994-08-25,1994,34,34,1994-34,Thursday
1994-08-26,1994,34,34,1994-34,Friday
1994-08-27,1994,34,34,1994-34,Saturday
1994-08-28,1994,34,34,1994-34,Sunday
1994-08-29,1994,35,35,1994-35,Monday
1994-08-30,1994,35,35,1994-35,Tuesday
1994-08-31,1994,35,35,1994-35,Wednesday
1994-09-01,1994,35,35,1994-35,Thursday
1994-09-02,1994,35,35,1994-35,Friday
1994-09-03,1994,35,35,1994-35,Saturday
1994-09-04,1994,35,35,1994-35,Sunday
1994-09-05,1994,36,36,1994-36,Monday
1994-09-06,1994,36,36,1994-36,Tuesday
1994-09-07,1994,36,36,1994-36,Wednesday
1994-09-08,1994,36,36,1994-36,Thursday
1994-09-09,1994,36,36,1994-36,Friday
1994-09-10,1994,36,36,1994-36,Saturday
1994-09-11,1994,36,36,1994-36,Sunday
1994-09-12,1994,37,37,1994-37,Monday
1994-09-13,1994,37,37,1994-37,Tuesday
1994-09-14,1994,37,37,1994-37,Wednesday
1994-09-15,1994,37,37,1994-37,Thursday
1994-09-16,1994,37,37,1994-37,Friday
1994-09-17,1994,37,37,1994-37,Saturday
1994-09-18,1994,37,37,1994-37,Sunday
1994-09-19,1994,38,38,1994-38,Monday
1994-09-20,1994,38,38,1994-38,Tuesday
1994-09-21,1994,38,38,1994-38,Wednesday
1994-09-22,1994,38,38,1994-38,Thursday
1994-09-23,1994,38,38,1994-38,Friday
1994-09-24,1994,38,38,1994-38,Saturday
1994-09-25,1994,38,38,1994-38,Sunday
1994-09-26,1994,39,39,1994-39,Monday
1994-09-27,1994,39,39,1994-39,Tuesday
1994-09-28,1994,39,39,1994-39,Wednesday
1994-09-29,1994,39,39,1994-39,Thursday
1994-09-30,1994,39,39,1994-39,Friday
1994-10-01,1994,39,39,1994-39,Saturday
1994-10-02,1994,39,39,1994-39,Sunday
1994-10-03,1994,40,40,1994-40,Monday
1994-10-04,1994,40,40,1994-40,Tuesday
1994-10-05,1994,40,40,1994-40,Wednesday
1994-10-06,1994,40,40,1994-40,Thursday
1994-10-07,1994,40,40,1994-40,Friday
1994-10-08,1994,40,40,1994-40,Saturday
1994-10-09,1994,40,40,1994-40,Sunday
1994-10-10,1994,41,41,1994-41,Monday
1994-10-11,1994,41,41,1994-41,Tuesday
1994-10-12,1994,41,41,1994-41,Wednesday
1994-10-13,1994,41,41,1994-41,Thursday
1994-10-14,1994,41,41,1994-41,Friday
1994-10-15,1994,41,41,1994-41,Saturday
1994-10-16,1994,41,41,1994-41,Sunday
1994-10-17,1994,42,42,1994-42,Monday
1994-10-18,1994,42,42,1994-42,Tuesday
1994-10-19,1994,42,42,1994-42,Wednesday
1994-10-20,1994,42,42,1994-42,Thursday
1994-10-21,1994,42,42,1994-42,Friday
1994-10-22,1994,42,42,1994-42,Saturday
1994-10-23,1994,42,42,1994-42,Sunday
1994-10-24,1994,43,43,1994-43,Monday
1994-10-25,1994,43,43,1994-43,Tuesday
1994-10-26,1994,43,43,1994-43,Wednesday
1994-10-27,1994,43,43,1994-43,Thursday
1994-10-28,1994,43,43,1994-43,Friday
1994-10-29,1994,43,43,1994-43,Saturday
1994-10-30,1994,43,43,1994-43,Sunday
1994-10-31,1994,44,44,1994-44,Monday
1994-11-01,1994,44,44,1994-44,Tuesday
1994-11-02,1994,44,44,1994-44,Wednesday
1994-11-03,1994,44,44,1994-44,Thursday
1994-11-04,1994,44,44,1994-44,Friday
1994-11-05,1994,44,44,1994-44,Saturday
1994-11-06,1994,44,44,1994-44,Sunday
1994-11-07,1994,45,45,1994-45,Monday
1994-11-08,1994,45,45,1994-45,Tuesday
1994-11-09,1994,45,45,1994-45,Wednesday
1994-11-10,1994,45,45,1994-45,Thursday
1994-11-11,1994,45,45,1994-45,Friday
1994-11-12,1994,45,45,1994-45,Saturday
1994-11-13,1994,45,45,1994-45,Sunday
1994-11-14,1994,46,46,1994-46,Monday
1994-11-15,1994,46,46,1994-46,Tuesday
1994-11-16,1994,46,46,1994-46,Wednesday
1994-11-17,1994,46,46,1994-46,Thursday
